date,appliances,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,windspeed,visibility,tdewpoint,rv1,rv2,month,week,weekday,hour,log_appliances,house_temp,house_hum,t1rh1,t2rh2,t3rh3,t4rh4,t5rh5,t6rh6,t7rh7,t8rh8,t9rh9,t_rh,weekday_avg,hour_avg,low_temp,high_temp
2016-01-11 17:00:00,55.0,19.89,46.50277777777777,19.2,44.62652777777779,19.789999999999996,44.89777777777777,18.932777777777783,45.73875,17.166666666666682,55.116666666666674,6.586666666666666,84.26,17.177777777777766,41.4,18.149999999999995,48.71055555555555,17.016666666666666,45.446666666666665,6.308333333333334,733.75,92.0,6.166666666666667,53.416666666666664,5.05,26.823044434422627,26.823044434422627,1.0,2.0,0.0,17.0,4.003183783825123,18.41548611111111,46.554965277777775,924.9402500000001,856.8293333333335,888.527022222222,865.9640111111115,946.1697777777787,554.9152814814814,711.1627777777773,884.1026111111111,773.3525000000001,857.3343054687499,20.979436909305104,21.084182100200305,0,1
2016-01-11 18:00:00,176.66666666666666,19.8977777777778,45.879027777777786,19.2688888888889,44.438888888888876,19.769999999999996,44.86333333333334,18.908333333333335,46.06666666666667,17.111111111111114,54.97777777777778,6.179999999999999,87.20444444444445,17.229583333333334,42.04680555555555,18.09444444444445,48.59722222222222,16.981666666666666,45.29,5.941666666666666,734.2666666666668,91.58333333333333,5.416666666666667,40.0,4.658333333333333,22.32420585739116,22.32420585739116,1.0,2.0,0.0,18.0,4.72210605686322,18.407725694444448,46.51996527777778,912.9111375000011,856.2853333333337,886.9484666666666,871.05055,940.7311111111115,538.9008333333331,724.6032746527776,879.3395370370372,769.0996833333332,856.3343270055703,20.979436909305104,21.08396865126022,0,1
2016-01-11 19:00:00,173.33333333333334,20.495555555555566,52.80555555555554,19.925555555555565,46.06166666666667,20.052222222222216,47.227361111111115,18.969444444444452,47.815555555555555,17.136111111111116,55.8698611111111,5.8573611111111115,88.13138888888888,17.849999999999984,45.01777777777778,18.156111111111116,49.21333333333333,16.902222222222218,45.3113888888889,6.0,734.7916666666666,89.75,6.0,40.0,4.391666666666667,33.734931917085,33.734931917085,1.0,2.0,0.0,19.0,4.923981901817611,18.685902777777777,48.66531249999999,1082.5955851851857,918.0423333333339,947.194409259259,907.0276462962964,957.4182013888891,516.2837576388889,803.6394703703696,893.5762333333336,765.8629027777779,909.4024688657405,20.979436909305104,21.1114715703003,0,1
2016-01-11 20:00:00,125.0,20.961111111111098,48.45333333333331,20.25111111111112,45.632638888888884,20.213888888888903,47.26888888888889,19.190833333333316,49.22791666666669,17.615555555555563,74.02777777777779,5.469444444444442,86.93388888888889,17.632222222222218,42.91999999999998,18.77333333333333,50.19555555555555,16.89,45.1188888888889,6.0,735.2833333333333,87.58333333333333,6.0,40.0,4.016666666666667,25.679641793249175,25.679641793249175,1.0,2.0,0.0,20.0,4.793190933968424,18.941006944444442,50.355624999999996,1015.5274925925918,924.0869981481483,955.4719148148151,944.7158280092586,1305.6011185185196,475.4507685185183,756.8101111111106,942.3317666666666,762.0580333333336,953.8296050636573,20.979436909305104,21.15393193877668,0,1
2016-01-11 21:00:00,103.33333333333333,21.311666666666667,45.76833333333334,20.587777777777784,44.9611111111111,20.373333333333335,46.16444444444443,19.425555555555565,47.91888888888888,18.427222222222234,69.03777777777778,5.578888888888888,86.12944444444445,17.863611111111116,43.61833333333333,19.153333333333332,49.542222222222215,16.89,44.80777777777778,5.833333333333333,735.5666666666666,87.41666666666667,6.0,40.0,3.8166666666666664,18.82627411590268,18.82627411590268,1.0,2.0,0.0,21.0,4.636940245922868,19.254062500000007,48.9773611111111,975.3754907407407,925.6605259259259,940.5191333333331,930.8676222222226,1269.097125925927,480.49048333333326,779.185663888889,948.8829740740738,756.8033666666666,942.8953067274306,20.979436909305104,21.168460940290597,0,1
2016-01-11 22:00:00,266.6666666666667,21.572222222222212,44.66333333333335,20.905555555555548,44.11888888888887,20.469444444444452,45.82944444444443,20.108888888888917,47.50666666666666,19.112916666666646,53.12930555555554,5.829999999999999,85.25638888888889,17.775,42.94444444444445,19.342777777777783,49.01666666666665,16.856666666666648,44.52763888888888,5.7250000000000005,736.0083333333333,87.58333333333333,6.416666666666667,40.0,3.741666666666666,27.143707551294938,27.143707551294938,1.0,2.0,0.0,22.0,5.370756614116027,19.517934027777773,46.4670486111111,963.4762592592593,922.3024740740733,938.0988703703705,955.1616777777791,1015.3368446759247,496.9057472222223,763.3422666666665,948.1129722222222,750.5878949074066,906.9104965567129,20.979436909305104,21.10138523511274,0,1
2016-01-11 23:00:00,56.666666666666664,21.531666666666666,44.271111111111104,20.934444444444452,43.7125,20.31791666666667,45.69583333333333,20.909722222222218,46.55125,19.275,50.92333333333331,5.738888888888888,86.43888888888891,17.7,43.24111111111112,19.38444444444445,50.272222222222204,16.89,45.24111111111112,5.6499999999999995,736.5500000000001,89.08333333333333,6.583333333333333,32.5,3.9250000000000003,29.209794585282605,29.209794585282605,1.0,2.0,0.0,23.0,4.022071898042958,19.617899305555554,46.238559027777775,953.2242777777775,915.0911805555558,928.4407784722222,973.3588571759256,981.5511499999994,495.91184074074073,765.3676666666667,974.5037777777776,764.1223666666668,907.0959063802082,20.979436909305104,21.005896747983574,0,1
2016-01-12 00:00:00,141.66666666666666,21.26611111111112,44.96055555555557,20.637222222222217,44.01833333333334,20.14444444444445,45.54222222222222,20.51444444444445,47.11277777777776,19.155555555555566,50.396111111111104,5.463333333333335,89.10722222222222,17.754999999999995,44.58999999999998,19.396666666666665,51.69555555555555,16.89,45.875,5.216666666666667,737.15,92.0,6.0,29.5,4.016666666666667,26.29671794323561,26.29671794323561,1.0,2.0,1.0,0.0,4.394620474252966,19.46993055555556,46.77381944444445,956.1213666666672,908.4090055555553,917.4251111111113,966.4802148148148,965.3704814814815,486.8178222222222,791.719033333333,1002.7168777777775,774.82875,910.6768919560186,20.897249671256265,20.901866718679468,0,1
2016-01-12 01:00:00,168.33333333333334,20.963611111111117,45.61319444444445,20.333333333333332,44.27333333333333,20.133333333333333,45.54,21.50555555555555,46.94666666666669,18.969444444444452,50.07611111111112,4.810000000000002,91.04499999999997,17.789999999999996,45.728611111111114,19.279999999999998,53.24777777777777,16.89,46.307777777777765,5.141666666666667,737.8333333333334,92.0,5.583333333333333,40.0,3.9416666666666664,28.723073153135676,28.723073153135676,1.0,2.0,1.0,1.0,4.692348577685163,19.483159722222222,47.216684027777774,956.2053729166672,900.2183666666668,916.8710000000001,1009.4665740740742,949.9155833333338,437.87589629629633,813.5119916666667,1026.620633333333,782.1383666666666,919.932073549624,20.897249671256265,20.798541083535728,0,1
2016-01-12 02:00:00,45.0,20.69666666666667,46.19777777777779,20.066666666666666,44.50333333333333,20.170833333333334,45.45416666666666,21.143055555555566,45.905555555555544,18.813333333333336,50.122083333333336,4.250555555555555,92.69,17.84555555555555,46.01888888888888,19.192638888888883,54.86819444444445,16.975555555555548,47.26333333333333,5.033333333333333,738.5500000000001,92.0,4.583333333333333,40.0,3.833333333333334,17.282387010830764,17.282387010830764,1.0,2.0,1.0,2.0,3.8004512297710416,19.363038194444442,47.541666666666664,956.1412222222224,893.0342222222222,916.8491319444444,970.5858796296299,942.9659208333333,394.0024185185184,821.2338851851849,1053.0657649305551,802.3311592592589,920.5498014503761,20.897249671256265,20.705628630035733,0,1
