,predicted_temp,date,log_appliances,t_rh,low_temp,high_temp,hour_f,house_hum,t_out,t6rh6,rh_out,tdewpoint,press_mm_hg,visibility,windspeed,log_appliances,t_rh,low_temp,high_temp,hour_f,house_hum,t_out,t6rh6,rh_out,tdewpoint,press_mm_hg,visibility,windspeed,hour,day_of_week,month
0,22.240248085612354,2016-04-16 16:00:00,5.713322634599478,947.4508754464287,0.0,1.0,16.0,42.57595238095239,9.700000000000006,436.87680888888855,75.6,5.4799999999999995,747.8199999999999,40.0,4.2,2.407023633139411,1.3070436668941356,-0.2119394496277886,0.21193944962778866,0.6502843972628659,0.24305000424638426,0.961352559470649,0.33034105466797753,-0.5698183001369999,0.7404553966546703,-0.9089987411737904,0.09006075572059595,-0.06031919422762606,16,Saturday,4
1,22.292372602829072,2016-04-16 17:00:00,5.4016546858364505,986.921004504485,0.0,1.0,17.0,44.295059027777775,8.016666666666666,424.014707407407,84.91666666666667,5.641666666666667,748.3833333333333,40.0,3.0,1.8805375131748465,1.7602309929741784,-0.2119394496277886,0.21193944962778866,0.7947293207675321,0.7011886297110085,0.5548899957308082,0.2868933197806029,0.19119125360335695,0.7843957282741401,-0.8388271985779607,0.09006075572059595,-0.5171306813273309,17,Saturday,4
2,22.37842332716446,2016-04-16 18:00:00,4.8403135420545,953.2244573767007,0.0,1.0,18.0,42.813960813492066,8.683333333333332,336.9065851851853,81.58333333333333,5.658333333333332,748.5416666666665,35.41666666666666,2.583333333333333,0.9322901173833132,1.3733346626249936,-0.2119394496277886,0.21193944962778866,0.9391742442721984,0.3064787952024778,0.7158652684990612,-0.007354910673583787,-0.08108407868299657,0.7889256593689304,-0.8191044277300403,-0.28274459943082053,-0.6757457810147285,18,Saturday,4
3,22.262648975089327,2016-04-16 19:00:00,4.726939579433828,927.1050639581919,0.0,1.0,19.0,41.80177976190476,8.466666666666667,316.9587740740739,81.83333333333333,5.4750000000000005,748.6833333333334,33.58333333333333,2.4166666666666665,0.7407727736138721,1.0734375418236977,-0.2119394496277886,0.21193944962778866,1.0836191677768647,0.036734485533336934,0.6635483048493793,-0.0747379281366961,-0.06066342876152011,0.7390964173262333,-0.8014577380239638,-0.43186674149138643,-0.7391918208896874,19,Saturday,4
4,22.1855990264904,2016-04-16 20:00:00,4.6193801599798965,909.6879161646116,0.0,1.0,20.0,41.15419444444445,7.791666666666665,281.17922962962945,84.25,5.3,748.9666666666667,34.58333333333332,2.583333333333333,0.5590776662449776,0.8734576880739554,-0.2119394496277886,0.21193944962778866,1.228064091281531,-0.1358457600030379,0.5005608411715227,-0.1955999943901338,0.136736187146086,0.691532140830931,-0.7661643586118674,-0.3505273912765327,-0.6757457810147285,20,Saturday,4
5,21.939478323580495,2016-04-16 21:00:00,4.552489928159178,890.0126211532147,0.0,1.0,21.0,40.482034722222224,6.708333333333333,237.30582222222208,86.83333333333333,4.633333333333333,749.3666666666668,27.0,2.0,0.4460831194698239,0.6475502854674021,-0.2119394496277886,0.21193944962778866,1.3725090147861971,-0.3149750372937983,0.23897602292311176,-0.3438028503843353,0.347749569668009,0.5103348970393035,-0.7163384112065382,-0.9673507970725105,-0.8978069205770849,21,Saturday,4
6,21.9298545201872,2016-04-16 22:00:00,4.1187083139184475,898.9408222372507,0.0,1.0,22.0,40.975645337301586,5.183333333333333,226.95710740740756,88.41666666666667,3.408333333333333,749.7666666666668,32.416666666666664,2.0,-0.28668391640916413,0.7500619233196058,-0.2119394496277886,0.21193944962778866,1.5169539382908634,-0.1834287547377887,-0.12925491353426719,-0.3787604518576612,0.47708035250402736,0.17738496157218814,-0.6665124638012231,-0.526762650075383,-0.8978069205770849,22,Saturday,4
7,21.76600264298294,2016-04-16 23:00:00,4.003183783825123,897.7486779910714,0.0,1.0,23.0,41.169198412698414,4.391666666666667,183.1207944444444,90.66666666666667,3.0416666666666665,750.0833333333331,40.0,2.0,-0.481834113440843,0.7363739857293075,-0.2119394496277886,0.21193944962778866,1.6613988617955298,-0.13184723122934036,-0.32041304994656755,-0.5268380040987919,0.6608662017973155,0.07772647748679304,-0.6270669221053823,0.09006075572059595,-0.8978069205770849,23,Saturday,4
8,21.511718605137194,2016-04-17 00:00:00,3.9424099315604715,887.7014849224694,0.0,1.0,0.0,40.95197395833333,3.808333333333333,114.97068148148144,93.0,2.808333333333333,750.3666666666668,40.0,1.5833333333333333,-0.5844965456899935,0.6210143284382879,-0.2119394496277886,0.21193944962778866,-1.6608343788117943,-0.18973713184946708,-0.461266413618789,-0.7570467335838267,0.851458934397762,0.014307442159723429,-0.5917735426932433,0.09006075572059595,-1.0564220202644825,0,Sunday,4
9,21.398221024624704,2016-04-17 01:00:00,4.003183783825123,878.8786317985581,0.0,1.0,1.0,40.79419940476191,3.608333333333333,98.06426481481486,93.41666666666667,2.65,750.85,40.0,1.0,-0.481834113440843,0.5197122726547592,-0.2119394496277886,0.21193944962778866,-1.5163894553071282,-0.23178374788692319,-0.509558995449265,-0.8141560255829916,0.8854933509335565,-0.02872690324078805,-0.5315671895784965,0.09006075572059595,-1.278483159826839,1,Sunday,4
