,predicted_temp,date,log_appliances,t_rh,low_temp,high_temp,hour_f,t_out,tdewpoint,log_appliances,t_rhs,low_temps,high_temps,hours,t_outs,tdewpoints,hour,day_of_week,month
0,21.38936288973911,2016-04-16 16:00:00,5.713322634599478,947.4508754464287,0.0,1.0,16.0,9.700000000000006,5.4799999999999995,2.407023633139411,1.3070436668941356,-0.2119394496277886,0.21193944962778866,0.6502843972628659,0.961352559470649,0.7404553966546703,16,Saturday,4
1,21.139571056543954,2016-04-16 17:00:00,5.4016546858364505,986.921004504485,0.0,1.0,17.0,8.016666666666666,5.641666666666667,1.8805375131748465,1.7602309929741784,-0.2119394496277886,0.21193944962778866,0.7947293207675321,0.5548899957308082,0.7843957282741401,17,Saturday,4
2,20.982153344428767,2016-04-16 18:00:00,4.8403135420545,953.2244573767007,0.0,1.0,18.0,8.683333333333332,5.658333333333332,0.9322901173833132,1.3733346626249936,-0.2119394496277886,0.21193944962778866,0.9391742442721984,0.7158652684990612,0.7889256593689304,18,Saturday,4
3,20.789642019077192,2016-04-16 19:00:00,4.726939579433828,927.1050639581919,0.0,1.0,19.0,8.466666666666667,5.4750000000000005,0.7407727736138721,1.0734375418236977,-0.2119394496277886,0.21193944962778866,1.0836191677768647,0.6635483048493793,0.7390964173262333,19,Saturday,4
4,20.543609569971544,2016-04-16 20:00:00,4.6193801599798965,909.6879161646116,0.0,1.0,20.0,7.791666666666665,5.3,0.5590776662449776,0.8734576880739554,-0.2119394496277886,0.21193944962778866,1.228064091281531,0.5005608411715227,0.691532140830931,20,Saturday,4
5,20.295773473020542,2016-04-16 21:00:00,4.552489928159178,890.0126211532147,0.0,1.0,21.0,6.708333333333333,4.633333333333333,0.4460831194698239,0.6475502854674021,-0.2119394496277886,0.21193944962778866,1.3725090147861971,0.23897602292311176,0.5103348970393035,21,Saturday,4
6,20.155228163382752,2016-04-16 22:00:00,4.1187083139184475,898.9408222372507,0.0,1.0,22.0,5.183333333333333,3.408333333333333,-0.28668391640916413,0.7500619233196058,-0.2119394496277886,0.21193944962778866,1.5169539382908634,-0.12925491353426719,0.17738496157218814,22,Saturday,4
7,20.014229921974664,2016-04-16 23:00:00,4.003183783825123,897.7486779910714,0.0,1.0,23.0,4.391666666666667,3.0416666666666665,-0.481834113440843,0.7363739857293075,-0.2119394496277886,0.21193944962778866,1.6613988617955298,-0.32041304994656755,0.07772647748679304,23,Saturday,4
8,19.98333521821355,2016-04-17 00:00:00,3.9424099315604715,887.7014849224694,0.0,1.0,0.0,3.808333333333333,2.808333333333333,-0.5844965456899935,0.6210143284382879,-0.2119394496277886,0.21193944962778866,-1.6608343788117943,-0.461266413618789,0.014307442159723429,0,Sunday,4
9,19.922495313354176,2016-04-17 01:00:00,4.003183783825123,878.8786317985581,0.0,1.0,1.0,3.608333333333333,2.65,-0.481834113440843,0.5197122726547592,-0.2119394496277886,0.21193944962778866,-1.5163894553071282,-0.509558995449265,-0.02872690324078805,1,Sunday,4
10,19.809819336457608,2016-04-17 02:00:00,3.8680287477890687,875.572256836971,0.0,1.0,2.0,3.025,2.2916666666666665,-0.7101452079845959,0.481749203781696,-0.2119394496277886,0.21193944962778866,-1.371944531802462,-0.6504123591214863,-0.12612042177878782,2,Sunday,4
11,19.704352606884495,2016-04-17 03:00:00,4.063957636089775,868.7952930813904,0.0,1.0,3.0,1.5916666666666666,1.1333333333333329,-0.3791716811916917,0.4039375989902479,-0.2119394496277886,0.21193944962778866,-1.2274996082977956,-0.9965091955732304,-0.4409506328667405,3,Sunday,4
12,19.567727366021124,2016-04-17 04:00:00,3.8680287477890687,859.9691793793105,0.0,1.0,4.0,1.0916666666666666,0.775,-0.7101452079845959,0.3025981059665339,-0.2119394496277886,0.21193944962778866,-1.0830546847931293,-1.11724065014942,-0.5383441514047402,4,Sunday,4
13,19.506964216958384,2016-04-17 05:00:00,3.9424099315604715,850.3743735533675,0.0,1.0,5.0,1.175,0.9333333333333335,-0.5844965456899935,0.19243265932914078,-0.2119394496277886,0.21193944962778866,-0.9386097612884631,-1.0971187410533885,-0.4953098060042286,5,Sunday,4
14,19.49552604074343,2016-04-17 06:00:00,3.8984156739213947,844.1960936692323,0.0,1.0,6.0,1.7416666666666665,1.4000000000000001,-0.6588139918600203,0.1214950108520613,-0.2119394496277886,0.21193944962778866,-0.7941648377837968,-0.9602897592003735,-0.3684717353500894,6,Sunday,4
15,19.595079730387244,2016-04-17 07:00:00,4.132901281975165,843.9364094589118,0.0,1.0,7.0,2.3833333333333333,1.8166666666666664,-0.2627083978721459,0.1185133739608514,-0.2119394496277886,0.21193944962778866,-0.6497199142791305,-0.8053510591609299,-0.25522345798032237,7,Sunday,4
16,19.879729474199962,2016-04-17 08:00:00,4.665944038252743,850.2654182759135,0.0,1.0,8.0,3.741666666666667,2.608333333333333,0.6377358526246524,0.1911816588376282,-0.2119394496277886,0.21193944962778866,-0.5052749907744642,-0.4773639408956141,-0.04005173097776485,8,Sunday,4
17,20.046655571446443,2016-04-17 09:00:00,4.526055756463072,838.2000358357615,0.0,1.0,9.0,5.25,2.983333333333333,0.4014291069350223,0.05264959581490739,-0.2119394496277886,0.21193944962778866,-0.360830067269798,-0.11315738625744172,0.06187171865502558,9,Sunday,4
18,21.055708922521397,2016-04-17 10:00:00,5.984149180251822,919.0017937641132,0.0,1.0,10.0,7.05,3.683333333333333,2.8645182769416273,0.9803975787073613,-0.2119394496277886,0.21193944962778866,-0.2163851437651317,0.3214758502168415,0.2521288246362344,10,Sunday,4
19,21.37968729852105,2016-04-17 11:00:00,4.720694716081415,981.5296268835119,0.0,1.0,11.0,7.933333333333333,3.708333333333334,0.73022361740718,1.6983283829182867,-0.2119394496277886,0.21193944962778866,-0.07194022026046544,0.5347680866347767,0.25892372127842067,11,Sunday,4
